timestamp,tx_hash,amount_eth,note
2025-06-13T11:09:47Z,0x24254ffd17961da1685688a3374a784ede91d9d7749af6a5340f62242e5664a2,0.020000000000000000,"{""note"": ""ETH to gateway 0.002 test send""}"
2025-06-13T11:25:09Z,0x8bd1c2aa29d91a5de82f8b7406f5edd9b05f8ae2b0965b8f89d174e5614a488f,0.520000000000000000,"{""note"": ""Remainder of 200 LPT to ETH swap for inference credits""}"
