timestamp,tx_hash,amount_lpt,note
2025-05-16T19:36:36Z,0x91d3710bac1e93a91bb487852179c12af5a24f1cb2c9372c00b22830c780dba9,100.000000000000000000,"{""note"": ""Inference credits for testing : Destination: 2nd SPE Gateway""}"
2025-06-16T16:13:10Z,0x63199da48bf8a4cef805a6473a93a27204f771a89dc8c1093df4cb932e535883,400.000000000000000000,"{""note"": ""LPT to Define gateway for Orchs inference credits""}"
2025-07-22T18:36:23Z,0x7f161931e3e7ea4f14fc578082ed77e4ee57ea70f2704f18ce7878645daacf82,600.000000000000000000,{}
